Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,VSpd(m/s),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,Rud,Ele,Thr,Ail,P1,SA,SB,SC,SD,SE,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2025-04-12,13:46:07.920,-42,-13,100,13,1,4,250,-18,96,13,8.1,2.0,77,91,0.04,0.12,2.70,"OK",0.0,54.357206 -1.264146,1.7,19.50,0,11,-6,-1024,-1,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:07.980,-42,-13,100,13,1,4,250,-18,96,13,8.1,2.0,77,91,0.04,0.12,2.70,"ANGL",0.0,54.357206 -1.264146,1.7,19.50,0,11,-6,-1024,-1,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:08.080,-42,-13,100,13,1,4,250,-18,96,13,8.1,2.0,78,91,0.04,0.12,2.70,"ANGL",0.0,54.357206 -1.264148,1.4,19.50,-1,11,-6,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:08.180,-42,-12,100,13,1,4,250,-17,96,13,8.1,2.0,78,91,0.06,0.02,2.68,"ANGL",0.0,54.357206 -1.264148,1.4,19.50,-1,11,-7,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:08.280,-42,-12,100,13,1,4,250,-17,96,13,8.1,2.0,78,91,0.06,0.02,2.68,"ANGL",-0.1,54.357206 -1.264150,1.2,19.50,-1,11,-8,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1496,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:08.380,-42,-12,100,13,1,4,250,-4,100,13,8.1,2.1,78,91,0.08,0.01,2.64,"ANGL",-0.1,54.357206 -1.264150,1.2,19.50,-1,11,-8,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1496,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:08.480,-42,-12,100,13,1,4,250,-4,100,13,8.1,2.1,78,91,0.08,0.01,2.64,"ANGL",-0.1,54.357206 -1.264150,1.2,19.50,-1,11,-8,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1496,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:08.580,-42,-12,100,13,1,4,250,-4,100,13,8.1,2.1,78,91,0.08,0.01,2.64,"ANGL",-0.1,54.357207 -1.264150,1.0,19.50,-1,11,-8,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1496,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:08.680,-42,-13,100,5,1,4,250,-2,100,13,8.1,2.1,78,91,0.10,0.00,2.65,"ANGL",-0.1,54.357207 -1.264150,1.0,19.50,-1,11,-8,-1024,0,27,1024,-1,-1,-1,1,-1,0x0000000000000000,1513,1500,988,1496,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:08.780,-42,-13,100,5,1,4,250,-2,100,13,8.1,2.1,78,91,0.10,0.00,2.65,"ANGL",-0.2,54.357207 -1.264150,0.1,19.50,-1,11,-8,-1024,0,27,1024,-1,-1,-1,1,-1,0x0000000000000000,1513,1500,988,1496,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:08.880,-8,-19,100,7,0,4,250,-8,100,5,8.1,2.2,78,91,0.08,0.03,2.61,"ANGL",-0.2,54.357207 -1.264150,0.1,19.50,-1,11,-8,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1496,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:08.980,-8,-19,100,7,0,4,250,-8,100,5,8.1,2.2,78,91,0.08,0.03,2.61,"ANGL",-0.2,54.357207 -1.264150,0.1,19.50,-1,11,-8,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1496,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:09.080,-8,-19,100,6,0,4,250,-8,100,6,8.1,2.2,78,91,0.08,0.03,2.61,"ANGL",-0.2,54.357207 -1.264150,0.6,19.50,-1,11,-8,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1496,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:09.180,-8,-19,100,6,0,4,250,-8,100,6,8.1,2.2,78,91,0.00,0.13,2.65,"ANGL",-0.2,54.357207 -1.264150,0.6,19.50,-1,11,-7,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:09.280,-8,-19,100,6,0,4,250,-8,100,6,8.1,2.2,78,91,0.00,0.13,2.65,"ANGL",-0.1,54.357207 -1.264151,0.8,19.50,-1,11,-7,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:09.380,-8,-19,100,6,0,4,250,-9,100,5,8.1,2.3,78,91,-0.02,0.16,2.66,"ANGL",-0.1,54.357207 -1.264151,0.8,19.50,-1,11,-21,-1024,0,27,1024,-1,-1,-1,1,-1,0x0000000000000000,1513,1500,988,1490,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:09.480,-8,-19,100,6,0,4,250,-9,100,5,8.1,2.3,78,91,-0.02,0.16,2.66,"ANGL",-0.1,54.357207 -1.264151,0.8,19.50,-1,11,-17,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1492,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:09.580,-8,-19,100,5,0,4,250,-9,100,6,8.1,2.3,78,91,-0.02,0.16,2.66,"ANGL",-0.1,54.357207 -1.264151,0.1,19.50,-1,11,-6,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:09.680,-8,-19,100,5,0,4,250,-9,100,6,8.1,2.3,78,91,0.03,0.10,2.66,"ANGL",-0.1,54.357207 -1.264151,0.1,19.50,-1,11,-7,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:09.780,-8,-19,100,5,0,4,250,-9,100,6,8.1,2.3,78,91,0.03,0.10,2.66,"ANGL",0.0,54.357208 -1.264151,1.5,19.50,-1,11,-7,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:09.880,-8,-19,100,6,0,4,250,-8,100,5,8.1,2.3,79,91,0.03,0.10,2.66,"ANGL",0.0,54.357208 -1.264151,1.5,19.50,-1,11,-7,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:09.980,-8,-19,100,6,0,4,250,-8,100,5,8.1,2.3,79,91,0.04,0.06,2.72,"ANGL",0.0,54.357208 -1.264151,1.5,19.50,-1,11,-7,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:10.080,-8,-19,100,6,0,4,250,-5,100,3,8.1,2.3,79,91,0.04,0.06,2.72,"ANGL",0.0,54.357208 -1.264151,0.4,19.50,0,11,-6,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:10.180,-8,-19,100,6,0,4,250,-5,100,3,8.1,2.3,79,91,0.02,0.13,2.71,"ANGL",0.0,54.357208 -1.264151,0.4,19.50,0,11,-6,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:10.280,-8,-19,100,6,0,4,250,-8,100,5,8.1,2.3,79,91,0.02,0.13,2.71,"ANGL",0.0,54.357209 -1.264151,0.1,19.50,0,11,-6,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:10.380,-8,-19,100,6,0,4,250,-8,100,5,8.1,2.3,79,91,0.09,0.03,2.73,"ANGL",0.0,54.357209 -1.264151,0.1,19.50,0,11,-6,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:10.480,-8,-19,100,6,0,4,250,-8,100,5,8.1,2.3,79,91,0.09,0.03,2.73,"ANGL",0.0,54.357209 -1.264151,0.1,19.50,0,11,-5,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1498,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:10.580,-8,-19,100,6,0,4,250,-127,100,13,8.1,2.4,79,91,0.09,0.03,2.73,"ANGL",0.0,54.357209 -1.264151,0.3,19.50,0,11,-6,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:10.680,-8,-19,100,6,0,4,250,-127,100,13,8.1,2.4,79,91,0.03,0.03,2.75,"ANGL",0.0,54.357209 -1.264151,0.3,19.50,0,11,-6,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:10.780,-8,-19,100,6,0,4,250,-5,100,3,8.1,2.4,79,91,0.03,0.03,2.75,"ANGL",0.0,54.357209 -1.264151,0.1,19.50,0,11,-6,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:10.880,-8,-19,100,6,0,4,250,-5,100,3,8.1,2.4,79,91,0.00,0.06,2.76,"ANGL",0.0,54.357209 -1.264151,0.1,19.50,0,11,-6,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:10.980,-8,-19,100,6,0,4,250,-5,100,3,8.1,2.4,79,91,0.00,0.06,2.76,"ANGL",0.0,54.357209 -1.264151,0.1,19.50,0,11,-6,-1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,988,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:11.080,-8,-19,100,6,0,4,250,-8,100,6,8.1,2.4,80,91,0.00,0.06,2.76,"ANGL",0.0,54.357209 -1.264151,0.8,19.50,0,11,-7,-1010,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,995,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:11.180,-8,-19,100,6,0,4,250,-8,100,6,8.1,2.4,80,91,0.03,0.04,2.81,"ANGL",0.0,54.357209 -1.264151,0.8,19.50,0,11,-13,-890,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,1055,1494,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:11.280,-8,-19,100,5,0,4,250,-8,100,5,8.1,2.4,80,91,0.03,0.04,2.81,"ANGL",0.0,54.357209 -1.264151,0.1,19.50,0,11,-40,-791,0,27,1024,-1,-1,-1,1,-1,0x0000000000000000,1513,1500,1105,1480,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:11.380,-8,-19,100,5,0,4,250,-8,100,5,8.1,2.4,80,91,0.08,0.12,2.74,"ANGL",0.0,54.357209 -1.264151,0.1,19.50,0,11,-11,-790,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,1105,1495,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:11.480,-8,-19,100,6,0,4,250,-8,100,5,8.1,2.4,80,91,0.08,0.12,2.74,"ANGL",-0.1,54.357209 -1.264151,0.1,19.50,0,11,-8,-683,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,1159,1496,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:11.580,-8,-19,100,6,0,4,250,-8,100,5,8.1,2.4,80,91,0.08,0.12,2.74,"ANGL",-0.1,54.357209 -1.264151,0.3,19.50,0,11,-7,-397,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,1302,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:11.680,-8,-19,100,6,0,4,250,-8,100,5,8.1,2.4,80,91,0.00,0.22,2.76,"ANGL",-0.1,54.357209 -1.264151,0.3,19.50,0,11,-7,-258,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,1371,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:11.780,-8,-19,100,5,0,4,250,-6,100,4,8.1,2.4,80,91,0.00,0.22,2.76,"ANGL",0.0,54.357209 -1.264152,0.9,19.50,0,11,-6,-237,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,1382,1497,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:11.880,-8,-19,100,5,0,4,250,-6,100,4,8.1,2.9,80,89,0.13,0.13,2.69,"ANGL",0.0,54.357209 -1.264152,0.9,19.50,0,11,-3,-175,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,1413,1499,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:11.980,-8,-19,100,6,0,4,250,-9,100,6,8.1,2.9,80,89,0.13,0.13,2.69,"ANGL",0.0,54.357209 -1.264152,0.9,19.50,0,11,-5,-161,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,1420,1498,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:12.080,-8,-19,100,6,0,4,250,-9,100,6,8.1,2.9,80,89,0.13,0.13,2.69,"ANGL",0.0,54.357210 -1.264153,0.8,19.50,0,11,-3,131,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,1565,1499,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:12.180,-8,-19,100,6,0,4,250,-9,100,6,8.0,3.4,80,87,0.09,0.14,2.77,"ANGL",0.0,54.357210 -1.264153,0.8,19.50,0,11,-1,307,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,1653,1500,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:12.280,-8,-19,100,5,0,4,250,-8,100,6,8.0,3.4,80,87,0.09,0.14,2.77,"ANGL",0.0,54.357210 -1.264153,0.8,19.50,0,11,2,588,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,1794,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:12.380,-8,-19,100,5,0,4,250,-8,100,6,8.0,4.0,81,85,0.09,0.14,2.77,"ANGL",0.0,54.357210 -1.264152,0.8,19.50,0,11,3,1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:12.480,-8,-19,100,6,0,4,250,-9,100,6,8.0,4.0,81,85,0.07,0.16,2.77,"ANGL",0.0,54.357210 -1.264152,0.8,19.50,0,11,3,1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:12.580,-8,-19,100,6,0,4,250,-9,100,6,8.0,4.0,81,85,0.07,0.16,2.77,"ANGL",0.0,54.357210 -1.264152,0.5,19.50,0,11,3,1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:12.680,-8,-19,100,5,0,4,250,-8,100,6,7.9,4.7,81,83,0.06,0.18,2.77,"ANGL",0.0,54.357210 -1.264152,0.5,19.50,0,11,3,1024,-1,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:12.780,-8,-19,100,5,0,4,250,-8,100,6,7.9,4.7,81,83,0.06,0.18,2.77,"ANGL",0.1,54.357211 -1.264152,0.3,19.50,0,11,3,1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:12.880,-8,-19,100,5,0,4,250,-8,100,6,7.8,5.9,81,79,0.06,0.18,2.77,"ANGL",0.1,54.357211 -1.264152,0.3,19.50,0,11,3,1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:12.980,-8,-19,100,6,0,4,250,-8,100,5,7.8,5.9,81,79,0.09,0.07,2.83,"ANGL",0.1,54.357211 -1.264152,0.3,19.50,0,11,3,1024,-1,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:13.080,-8,-19,100,6,0,4,250,-8,100,5,7.8,5.9,81,79,0.09,0.07,2.83,"ANGL",0.0,54.357211 -1.264152,1.0,19.50,0,11,3,1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:13.180,-8,-19,100,6,0,4,250,-126,100,13,7.7,6.5,82,77,0.01,0.05,2.79,"ANGL",0.0,54.357211 -1.264152,1.0,19.50,0,11,3,1024,-1,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:13.280,-8,-19,100,6,0,4,250,-126,100,13,7.7,6.5,82,77,0.01,0.05,2.79,"ANGL",0.2,54.357211 -1.264152,1.0,19.50,0,11,3,1024,-1,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:13.380,-8,-19,100,6,0,4,250,-126,100,13,7.7,6.5,82,77,0.01,0.05,2.79,"ANGL",0.2,54.357211 -1.264152,1.5,19.50,0,11,3,1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:13.480,-8,-19,100,6,0,4,250,-126,100,13,7.7,6.5,82,77,0.04,0.08,2.87,"ANGL",0.2,54.357211 -1.264152,1.5,19.50,0,11,2,1024,0,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:13.580,-8,-19,100,6,0,4,250,-126,100,13,7.7,6.5,82,77,0.04,0.08,2.87,"ANGL",0.0,54.357211 -1.264152,1.6,19.50,0,11,3,1024,-1,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:13.680,-8,-19,100,6,0,4,250,-127,100,13,7.7,6.5,83,77,0.04,0.08,2.87,"ANGL",0.0,54.357211 -1.264152,1.6,19.50,0,11,3,1024,-1,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2025-04-12,13:46:13.780,-8,-19,100,6,0,4,250,-127,100,13,7.7,6.5,83,77,0.24,0.16,3.02,"ANGL",0.0,54.357211 -1.264152,1.6,19.50,0,11,3,1024,-1,28,1024,-1,-1,-1,1,-1,0x0000000000000000,1514,1500,2012,1501,2012,988,988,988,2268,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
